year,id,espacios(rótulo_refined),Dirección,Epígrafe de actividad,Fecha de la inspección,Tipo de actuación,Perfil de la actividad,Estado higiénico sanitario,Frecuencia de inspección,macroetiquetas,year_2018,id_2,Fecha de la inspección_2,Tipo de actuación_2,Perfil de la actividad_2,Estado higiénico sanitario_2,Frecuencia de inspección_2,mejora o empeora,latitude,longitude,final_district,owner (education only),Denominación genérica,fuente alternativa
2018,4590,BAR LUISITO CAFETERIA LA GRADA,CALLE ARROYO DE LAS PILILLAS NUM 46 ,561005 - BAR CON COCINA,09/01/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4082433,-3.6520432,Moratalaz,,,
2019,4263,DELICAFRUIT,CALLE ARROYO DEL OLIVAR NUM 186 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,26/03/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3877977,-3.6492521,Puente de Vallecas,,,
2018,7101,RESTAURANTE CHINO CASA REAL,CALLE ARROYO DEL OLIVAR NUM 34 ,561001 - RESTAURANTE,21/03/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3927685,-3.6631711,Puente de Vallecas,,,
2018,2252,CARNICERIA POLLERIA SALCHICIERIA CONGELADOS J.G. MORAN,CALLE ARROYO DEL OLIVAR NUM 36 ,472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,05/12/2018,No programada,Prioridad media,Favorable condicionado,Media,comercio,,,,,,,,,40.3927395,-3.6630171,Puente de Vallecas,,,
2018,3561,FRUTERIA HERMANOS BARBERO,CALLE ARROYO DEL OLIVAR NUM 72 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,15/03/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.391377,-3.6607483,Puente de Vallecas,,,
2019,1371,BAR EL SITIO,CALLE ARROYO DEL OLIVAR NUM 74 ,561005 - BAR CON COCINA,11/01/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.3912974,-3.6605961,Puente de Vallecas,,,
2018,4715,BAR GRUPO CIUDADANOS,CALLE ARROYO DEL OLIVAR NUM 81 ,561005 - BAR CON COCINA,12/07/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3884086,-3.6510115,Puente de Vallecas,,,
2018,4990,BAR GRUPO POLITICO AHORA MADRID,CALLE ARROYO DEL OLIVAR NUM 81 ,561005 - BAR CON COCINA,12/07/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3884086,-3.6510115,Puente de Vallecas,,,
2018,4716,BAR GRUPO POPULAR DE PUENTE DE VALLECAS,CALLE ARROYO DEL OLIVAR NUM 81 ,561005 - BAR CON COCINA,12/07/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3884086,-3.6510115,Puente de Vallecas,,,
2018,5221,FIESTAS LA KARMELA,CALLE ARROYO DEL OLIVAR NUM 81 ,561005 - BAR CON COCINA,13/07/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3884086,-3.6510115,Puente de Vallecas,,,
2018,4714,MERCADILLO CALLE PUERTO DE BALBARAN S/N - Nº 1,CALLE ARROYO DEL OLIVAR NUM 81 ,561005 - BAR CON COCINA,13/07/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3884086,-3.6510115,Puente de Vallecas,,,
2019,982,PASTELERIA SERRAMONTE,CALLE ARROYO FONTARRON NUM 1 ,"472404 - COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",25/06/2019,Programada,Prioridad media,Favorable,Media,comercio,2018,1505,18/10/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.4050464,-3.6510043,Moratalaz,,,
2019,2850,COLEGIO PRIVADO SANTO ANGEL,CALLE ARROYO FONTARRON NUM 209 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,06/05/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.3980555,-3.6436994,Moratalaz,Centro privado,Centro Privado Extranjero,
2019,2846,C.P FONTARRON,CALLE ARROYO FONTARRON NUM 24 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,07/02/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,4921,08/02/2018,Programada,Prioridad alta,Favorable,Alta,Sin cambios,40.3951243,-3.6335804,Moratalaz,Centro público,Centro Mixto,
2018,7286,ALIMENTACION,CALLE ARROYO FONTARRON NUM 325 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,11/06/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3958724,-3.6386827,Moratalaz,,,
2018,3626,LAS TEJAS,CALLE ARROYO FONTARRON NUM 391 ,561005 - BAR CON COCINA,11/01/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3952161,-3.6367823,Moratalaz,,,
2018,481,ALIMENTACION,CALLE ARROYO FONTARRON NUM 51 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,08/01/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4033389,-3.6506962,Moratalaz,,,
2018,8313,CARNICERIA-SALCHICHERIA-POLLERIA,CALLE ARROYO NUM 22 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,19/06/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4695511,-3.7018917,Tetuán,,,
2018,8314,CARNICERIA-SALCHICHERIA-POLLERIA,CALLE ARROYO NUM 22 ,472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,19/06/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4695511,-3.7018917,Tetuán,,,
2018,8315,CARNICERIA-SALCHICHERIA-POLLERIA,CALLE ARROYO NUM 22 ,"472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",19/06/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4695511,-3.7018917,Tetuán,,,
2018,5602,LA PLAZA,CALLE ARROYO NUM 30 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,24/04/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4698677,-3.7023928,Tetuán,,,
2018,5603,LA PLAZA,CALLE ARROYO NUM 30 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,24/04/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4698677,-3.7023928,Tetuán,,,
2018,5604,LA PLAZA,CALLE ARROYO NUM 30 ,"472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",24/04/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4698677,-3.7023928,Tetuán,,,
2018,2128,ALIMENTACION,CALLE ARTAJONA NUM 11 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,01/02/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4629777,-3.7180721,Moncloa-Aravaca,,,
2018,6769,PANADERIA,CALLE ARTAJONA NUM 17 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,18/05/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4633112,-3.7180769,Moncloa-Aravaca,,,
2018,2127,FRUTERIA,CALLE ARTAJONA NUM 19 ,472101 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,29/01/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4635844,-3.7179536,Moncloa-Aravaca,,,
2018,6770,ALIMENTACION,CALLE ARTAJONA NUM 28 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,01/02/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4652586,-3.7175455,Moncloa-Aravaca,,,
2018,2131,ALIMENTACION,CALLE ARTAJONA NUM 6 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,11/01/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4637896,-3.7176522,Moncloa-Aravaca,,,
2018,7469,LA VENTANA VERDE,CALLE ARTE NUM 1 ,561004 - BAR RESTAURANTE,10/05/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4820729,-3.671737,Ciudad Lineal,,,
2019,2524,CORNER GRILL SL,CALLE ARTE NUM 33 ,561004 - BAR RESTAURANTE,28/03/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4831141,-3.6700483,Ciudad Lineal,,,
2018,4356,ALGAZARA RESTAURANTE,CALLE ARTE NUM 33 ,561004 - BAR RESTAURANTE,10/05/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4831141,-3.6700483,Ciudad Lineal,,,
2019,3806,LA ESQUINA DEL 23,CALLE ARTISTAS NUM 23 ,561001 - RESTAURANTE,18/01/2019,Programada,Prioridad baja,Desfavorable,Alta,bares/restaurantes,2018,6423,16/11/2018,Programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.4473768,-3.7019096,Tetuán,,,
2018,3238,MR KABAB MESON PERSA,CALLE ARTISTAS NUM 31 ,561001 - RESTAURANTE,04/05/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.447531,-3.7012062,Tetuán,,,
2018,7612,TEX MEX CORAZON CONTENTO,CALLE ARTISTAS NUM 32 ,563005 - BAR SIN COCINA,10/05/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4473934,-3.7006545,Tetuán,,,
2019,3807,RESTAURANTE LOS AMIGOS,CALLE ARTISTAS NUM 33 ,561001 - RESTAURANTE,03/01/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,2018,6429,07/11/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Sin cambios,40.4475226,-3.7010254,Tetuán,,,
2018,3234,BAR AVERGAR,CALLE ARTISTAS NUM 4 ,561004 - BAR RESTAURANTE,22/05/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4472441,-3.7030786,Tetuán,,,
2018,4279,BAR DA MARTUZZA,CALLE ARTISTAS NUM 57 ,561004 - BAR RESTAURANTE,20/06/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4474684,-3.6991291,Tetuán,,,
2019,2811,EL BUND,CALLE ARTURO BALDASANO NUM 22 ,561001 - RESTAURANTE,11/04/2019,Programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.4567021,-3.658475,Ciudad Lineal,,,
2018,7193,HERBOLARIO EL SABINAR,CALLE ARTURO MARCOS NUM 1 ,472901 - COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,30/10/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3749567,-3.6214359,Villa de Vallecas,,,
2018,503,CENTRO OCUPACIONAL JUAN DE AUSTRIA,CALLE ARTURO SORIA NUM 12 ,562904 - SERVICIOS DE COMEDOR EN CENTROS DE ACTIVIDADES DE SERVICIOS SOCIALES,29/05/2018,Programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.4392371,-3.6381053,Ciudad Lineal,,,
2019,1623,DELIKATIA,CALLE ARTURO SORIA NUM 126 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,08/05/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,2018,2684,26/02/2018,Programada,Prioridad baja,Favorable condicionado,Baja,Empeora,40.4499968,-3.6507593,Ciudad Lineal,,,
2019,2118,GINO'S,CALLE ARTURO SORIA NUM 126 ,561001 - RESTAURANTE,25/04/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2019,1622,GOIKO GRILL,CALLE ARTURO SORIA NUM 126 ,561001 - RESTAURANTE,11/05/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2019,1845,LA FONTAINE,CALLE ARTURO SORIA NUM 126 ,561004 - BAR RESTAURANTE,11/03/2019,Programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2019,413,LATERAL,CALLE ARTURO SORIA NUM 126 ,561004 - BAR RESTAURANTE,14/05/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2018,4135,CASA CARMEN,CALLE ARTURO SORIA NUM 126 ,561001 - RESTAURANTE,05/03/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2018,2681,EL RINCON DE LAS HIERBAS,CALLE ARTURO SORIA NUM 126 ,472901 - COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,07/12/2018,Programada,Prioridad alta,Favorable condicionado,Alta,comercio,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2018,4855,HAMBURGUESA NOSTRA,CALLE ARTURO SORIA NUM 126 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,17/08/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2018,5735,JUICY AVENUE,CALLE ARTURO SORIA NUM 126 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,18/07/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2018,4439,RODILLA,CALLE ARTURO SORIA NUM 126 ,561006 - CAFETERIA,05/03/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2018,2685,RUIZ Y ALONSO,CALLE ARTURO SORIA NUM 126 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,26/02/2018,Programada,Prioridad baja,Favorable condicionado,Baja,comercio,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2018,7501,SUSHI KOI,CALLE ARTURO SORIA NUM 126 ,561002 - RESTAURANTES DE COMIDA RAPIDA,07/12/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2018,2682,VAIT (PUESTOS 26 A 29),CALLE ARTURO SORIA NUM 126 ,"472403 - COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",21/03/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2018,2683,VAIT (PUESTOS 26 A 29),CALLE ARTURO SORIA NUM 126 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,21/03/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4499968,-3.6507593,Ciudad Lineal,,,
2018,7945,THE KNIFE,CALLE ARTURO SORIA NUM 128 B,561004 - BAR RESTAURANTE,18/07/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4499041,-3.6511619,Ciudad Lineal,,,
2018,5515,CONSERVATORIO DE MUSICA,CALLE ARTURO SORIA NUM 140 ,"562901 - OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES",18/09/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4515231,-3.6524321,Ciudad Lineal,,,
2019,395,EL RINCON DEL JAMON,CALLE ARTURO SORIA NUM 168 ,561005 - BAR CON COCINA,01/02/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,505,19/09/2018,Programada,Prioridad media,Favorable condicionado,Media,Mejora,40.4555253,-3.6556304,Ciudad Lineal,,,
2018,4965,CAFETERIA CLINICA FUENSANTA,CALLE ARTURO SORIA NUM 17 ,561006 - CAFETERIA,03/12/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4400673,-3.6402767,Ciudad Lineal,,,
2018,2338,CLINICA FUENSANTA,CALLE ARTURO SORIA NUM 17 ,"562901 - OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES",03/12/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4400673,-3.6402767,Ciudad Lineal,,,
2019,2225,VIPS FQ. ARTURO SORIA,CALLE ARTURO SORIA NUM 177 ,561004 - BAR RESTAURANTE,26/06/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4576126,-3.6584182,Ciudad Lineal,,,
2018,7470,TU HERBOLARIO DE ARTURO SORIA,CALLE ARTURO SORIA NUM 191 ,472901 - COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,22/11/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.458676,-3.6595472,Ciudad Lineal,,,
2018,497,CLINICA SAN MIGUEL,CALLE ARTURO SORIA NUM 204 ,562905 - SERVICIOS DE PREPARACIÓN DE COMIDAS EN HOSPITALES,30/11/2018,Programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.460056,-3.6606207,Ciudad Lineal,,,
2018,3246,COLEGIO RAMON Y CAJAL,CALLE ARTURO SORIA NUM 206 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,27/11/2018,Programada,Prioridad media,Favorable,Media,comedor social,,,,,,,,,40.4605972,-3.661096,Ciudad Lineal,Centro privado,Centro Mixto,
2018,4979,COCINA COLEGIO SANTISIMO SACRAMENTO,CALLE ARTURO SORIA NUM 208 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,12/04/2018,Programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.46074,-3.661426,Ciudad Lineal,Centro privado,Centro Mixto,
2018,2851,HOGAR NUESTA SEÑORA DE LOS DESAMPARADOS,CALLE ARTURO SORIA NUM 220 ,551001 - HOTELES Y MOTELES CON RESTAURANTE,21/06/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4619795,-3.6634565,Ciudad Lineal,,,
2018,7471,LOS MUNDOS DE NARA,CALLE ARTURO SORIA NUM 262 ,561001 - RESTAURANTE,10/10/2018,Programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.4692951,-3.666151,Ciudad Lineal,,,
2019,2937,CAFETERIA Y COCINA MD ANDERSON CANCER CENTER,CALLE ARTURO SORIA NUM 270 ,562905 - SERVICIOS DE PREPARACIÓN DE COMIDAS EN HOSPITALES,27/02/2019,Programada,Prioridad media,Favorable,Media,comedor social,2018,5023,21/11/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.4702045,-3.6663246,Ciudad Lineal,,,
2019,2936,CAFETERIA Y COCINA MD ANDERSON CANCER CENTER,CALLE ARTURO SORIA NUM 270 ,561006 - CAFETERIA,27/02/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,5022,21/11/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.4702045,-3.6663246,Ciudad Lineal,,,
2018,491,EDALIA ARTURO SORIA,CALLE ARTURO SORIA NUM 278 ,562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES,26/04/2018,Programada,Prioridad media,Favorable,Media,comedor social,,,,,,,,,40.4713583,-3.6667844,Ciudad Lineal,,,
2018,490,COLEGIO HUERFANOS DE LA ARMADA,CALLE ARTURO SORIA NUM 285 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,15/06/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comedor social,,,,,,,,,40.4719328,-3.6682212,Ciudad Lineal,Centro privado,Centro Mixto,
2019,2742,UVEPAN,CALLE ARTURO SORIA NUM 301 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,14/03/2019,Programada,Prioridad baja,Favorable,Baja,comercio,2018,4713,22/02/2018,Programada,Prioridad baja,Favorable,Baja,Sin cambios,40.4775863,-3.6692939,Ciudad Lineal,,,
2019,2765,TRECIENTOSTRES,CALLE ARTURO SORIA NUM 303 ,563005 - BAR SIN COCINA,06/05/2019,Programada,Prioridad baja,Desfavorable,Alta,bares/restaurantes,,,,,,,,,40.4776927,-3.6692354,Ciudad Lineal,,,
2018,2358,PESCADERIA LUIS,CALLE ARTURO SORIA NUM 307 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,21/03/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4782379,-3.6689491,Ciudad Lineal,,,
2018,2758,PAN CALIENTE,CALLE ARTURO SORIA NUM 309 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,22/02/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4786069,-3.6696573,Ciudad Lineal,,,
2019,4508,BAR CAFETERIA,CALLE ARTURO SORIA NUM 330 ,561005 - BAR CON COCINA,28/03/2019,Programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.4802881,-3.6664831,Ciudad Lineal,,,
2019,4509,CARREFOUR EXPRESS,CALLE ARTURO SORIA NUM 330 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",28/03/2019,Programada,Prioridad baja,Favorable condicionado,Baja,comercio,,,,,,,,,40.4802881,-3.6664831,Ciudad Lineal,,,
2019,4510,CARREFOUR EXPRESS,CALLE ARTURO SORIA NUM 330 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,16/05/2019,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4802881,-3.6664831,Ciudad Lineal,,,
2019,2897,COCINA C.E.I.P. JOAQUIN TURINA,CALLE ARTURO SORIA NUM 332 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,16/05/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,4980,30/05/2018,Programada,Prioridad alta,Favorable,Alta,Sin cambios,40.4805991,-3.6660671,Ciudad Lineal,Centro público,Centro Mixto,
2018,3283,EL BUFON SALTIMBANQUI,CALLE ARTURO SORIA NUM 353 ,561006 - CAFETERIA,30/11/2018,Programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.4828757,-3.6647693,Ciudad Lineal,,,
2018,537,SHANGHAI MAMA,CALLE ARTURO SORIA NUM 51 ,561001 - RESTAURANTE,05/10/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4438095,-3.6440673,Ciudad Lineal,,,
2019,4512,IRISH CORNER,CALLE ARTURO SORIA NUM 6 ,561004 - BAR RESTAURANTE,25/04/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.438673,-3.6380492,Ciudad Lineal,,,
2019,1436,CAFETERIA BLANCO II,CALLE ARZOBISPO COS NUM 2 ,561005 - BAR CON COCINA,25/06/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4384311,-3.6379827,Ciudad Lineal,,,
2018,6857,FACULTAD DE MEDICINA UNIVERSIDAD AUTONOMA DE MADRID,CALLE ARZOBISPO MORCILLO NUM 4 ,UNIVERSIDADES Y RESIDENCIAS DE ESTUDIANTES,22/03/2018,Programada,Prioridad media,Favorable,Media,comedor social,,,,,,,,,40.481423,-3.693077,Fuencarral-El Pardo,Centro público,Facultad universitaria,
2018,5493,COLEGIO AZORIN,CALLE ARZUA NUM 28 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,09/05/2018,Programada,Prioridad media,Favorable,Media,comedor social,,,,,,,,,40.4744774,-3.6475831,Hortaleza,Centro privado,Centro Mixto,
2018,5972,CATERING COLEGIO MIRASIERRA,CALLE ASCAO NUM 33 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,03/12/2018,Programada,Prioridad media,Favorable,Media,comedor social,,,,,,,,,40.4306989,-3.6401523,Ciudad Lineal,Centro privado,Centro Mixto,
2018,4613,CENTRO DE DIA ASCAO,CALLE ASCAO NUM 4 ,562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES,27/02/2018,Programada,Prioridad baja,Favorable,Baja,comedor social,,,,,,,,,40.4293396,-3.6416125,Ciudad Lineal,,,
2019,2935,CENTRO MUNICIPAL DE MAYORES ASCAO,CALLE ASCAO NUM 6 ,562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES,19/03/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.4295975,-3.6413086,Ciudad Lineal,,,
2018,2652,HORNO CASTELLANO,CALLE ASCENSION BIELSA NUM 3 ,"472403 - COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",30/11/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3979217,-3.6626614,Puente de Vallecas,,,
2018,2813,E.I. MI PRIMER COLE,CALLE ASTORGA NUM 21 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,09/04/2018,Programada,Prioridad media,Favorable,Media,comedor social,,,,,,,,,40.4298559,-3.6512898,Ciudad Lineal,Centro privado,Infantil,
2019,1767,PASTELERIA LA TAHONA DE ASTORGA,CALLE ASTORGA NUM 4 ,"472403 - COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",09/04/2019,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.429998,-3.6541043,Ciudad Lineal,,,
